Time Received,VIN,VIN Search,Tag,Tag Search,Year,Make,Model,Color,Type,Tow Location,Pickup Lot,Time of Tow
02/16/2024 08:30,xxxxxxxxxxxx07739,JTDKB20UX87707739,xxxx7261,VZY-7261,2008,TOYOT,PRIUS,BLK,PUBLIC,100-BLK E FRANKLIN ST,642 W SOUTHSIDE PLZ,02/16/2024 8:29 AM
02/15/2024 04:55,xxxxxxxxxxxx60552,JTDKN3DU4A1260552,xxx9414,TPM9414,2010,TOYOT,PRIUS,RED,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 4:54 AM
02/08/2024 01:39,xxxxxxxxxxxx12179,JTDKN3DUXA0012179,xxx9055,UEK9055,2010,TOYOT,PRIUS,RED,PRIVATE,1700-BLK E BROAD ST,8675 TELEGRAPH RD,02/08/2024 1:39 AM
02/06/2024 13:05,xxxxxxxxxxxx25730,JTDKN3DUXF0425730,xxxx2411,UGD-2411,2015,TOYOT,PRIUS,WHITE,PUBLIC,800-BLK EVERETT ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 10:04 AM
02/09/2024 07:03,xxxxxxxxxxxx14141,JTDM4RCE9LJ014141,xxx-866,QNC-866,2020,TOYOT,COROL,SILVER,REPO,600-BLK S LAUREL ST,2500 AUSTIN AVE RICHMOND VA,02/09/2024 7:03 AM
02/16/2024 23:14,xxxxxxxxxxxx47341,JTEBU5JR0F5247341,xx5484,GL5484,2015,TOYOT,4RUNN,GREY,PRIVATE,100-BLK W FRANKLIN ST,168 BELT BLVD,02/16/2024 11:14 PM
02/16/2024 23:17,xxxxxxxxxxxx14455,JTEBU5JR4F5214455,xxxx2558,JAN-2558,2015,TOYOT,4RUNN,BLK,PUBLIC,W BROAD ST/ALLISON RICH,642 W SOUTHSIDE PLZ,02/16/2024 11:15 PM
02/07/2024 14:25,xxxxxxxxxxxx47645,JTEBU5JR6D5147645,xxxx8852,WPM-8852,2013,TOYOT,4RUNN,WHITE,PUBLIC,2900-BLK FLOYD AVE,642 W SOUTHSIDE PLZ,02/07/2024 1:12 PM
02/15/2024 20:26,xxxxxxxxxxxx51545,JTEBU5JR8B5051545,xxxx7934,TUC-7934,2011,TOYOT,4RUNN,GRY,PUBLIC,3400-BLK NORFOLK ST,642 W SOUTHSIDE PLZ,02/15/2024 8:25 PM
02/13/2024 23:34,xxxxxxxxxxxx64024,JTEEP21A860164024,xxxx7983,TMD 7983,2006,TOYOT,HIGHL,SILVER,PUBLIC,2100-BLK FAIRFIELD AV,642 W SOUTHSIDE PLZ,02/13/2024 11:06 PM
02/06/2024 19:50,xxxxxxxxxxxx36438,JTEEW44A592036438,xxx9678,WRJ9678,2009,TOYOT,HIGHL,BLUE,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER ROAD,02/06/2024 7:50 PM
02/11/2024 17:54,xxxxxxxxxxxx04612,JTHB21B1XK2004612,xxxx5289,YGN-5289,2019,LEXUS,ES300,BLACK,PUBLIC,CHEROKEE RD/OLD WESTHAM RD RICH,642 W SOUTHSIDE PLZ,02/11/2024 4:53 PM
02/09/2024 08:01,xxxxxxxxxxxx97297,JTHBA30G855097297,xxxx8063,TMJ-8063,2005,LEXUS,ES330,WHT,PUBLIC,1600-BLK ROSECREST AVE,642 W SOUTHSIDE PLZ,02/09/2024 8:01 AM
02/16/2024 12:12,xxxxxxxxxxxx32371,JTHBF30G130132371,xxx4350,XBY4350,2003,LEXUS,ES 30,SILVER,PRIVATE,1800-BLK LIESFELD PKWY,4901 WALLER RD,02/16/2024 12:11 PM
02/06/2024 20:14,xxxxxxxxxxxx07023,JTHBF30G436007023,xxxx8030,UHP 8030,2003,LEXUS,ES300,GOLD,PRIVATE,0-BLK S HARVIE ST,168 BELT BLVD,02/06/2024 8:14 PM
02/08/2024 12:54,xxxxxxxxxxxx60017,JTHBF30G820060017,xxxx2991,TPM-2991,2002,LEXUS,ES300,SILVER,PUBLIC,200-BLK E 9TH ST,642 W SOUTHSIDE PLZ,02/08/2024 12:31 PM
02/08/2024 00:23,xxxxxxxxxxxx75742,JTHBJ46G092275742,xxx5977,WSB5977,2009,LEXUS,ES350,WHITE,PRIVATE,2000-BLK BROOK RD,168 BELT BLVD,02/08/2024 12:23 AM
02/10/2024 06:34,xxxxxxxxxxxx82822,JTHBJ46G092282822,xxxx2963,TSK-2963,2009,LEXUS,ES350,SIL,PUBLIC,5800-BLK MIDLOTHIAN TPKE,642 W SOUTHSIDE PLZ,02/10/2024 6:33 AM
02/05/2024 08:51,xxxxxxxxxxxx77298,JTHBJ46G182177298,xxx6613,VPK6613,2008,LEXUS,ES350,SILVER,PRIVATE,0-BLK S 17TH ST,1901 RICHMOND HWY,02/05/2024 8:51 AM
02/08/2024 11:51,xxxxxxxxxxxx27780,JTHBJ46G182227780,xxxx4090,VYD-4090,2008,LEXUS,ES350,SILVER,PUBLIC,100-BLK E 7TH ST,642 W SOUTHSIDE PLAZA DRIVE,02/08/2024 9:06 AM
02/16/2024 01:58,xxxxxxxxxxxx86801,JTHBJ46G192286801,xxx8820,TVC8820,2008,LEXUS,ES350,BLACK,PRIVATE,2500-BLK ATWELL DR,11THURMAN ST,02/16/2024 1:58 AM
02/08/2024 04:16,xxxxxxxxxxxx76255,JTHBJ46G592276255,xxx9735,TPM9735,2009,LEXUS,ES350,BLACK,PRIVATE,2200-BLK RUFFIN RD,1901 RICHMOND HWY,02/08/2024 4:16 AM
02/14/2024 12:36,xxxxxxxxxxxx20226,JTHBJ46G682220226,xxxx8554,VND-8554,2008,LEXUS,ES350,SILVER,PUBLIC,00-BLK CASTLEWOOD,642 W SOUTHSIDE PLZ,02/14/2024 12:34 PM
02/14/2024 11:37,xxxxxxxxxxxx62718,JTHBJ46G682262718,xxxx1333,UBV-1333,2008,LEXUS,ES350,BLACK,PUBLIC,3400-BLK DAVIEE RD,642 W SOUTHSIDE PLZ,02/14/2024 10:12 AM
02/10/2024 22:20,xxxxxxxxxxxx11108,JTHBJ46G972011108,xxxx2240,UYP-2240,2007,LEXUS,ES350,SILVER,PRIVATE,500-BLK W 14TH ST,2101 DECATUR ST RICHMOND VIRGINIA 23224,02/10/2024 10:20 PM
02/08/2024 06:54,xxxxxxxxxxxx22824,JTHBJ46G972122824,xxx9764,TZG9764,2007,LEXUS,ES350,BLACK,PRIVATE,1700-BLK E BROAD ST,8675 TELEGRAPH RD,02/08/2024 6:54 AM
02/14/2024 10:19,xxxxxxxxxxxx59180,JTHBJ46G982159180,xxxx8033,UAY-8033,2008,LEXUS,ES350,GOLD,PUBLIC,300-BLK N 20TH ST,642 W SOUTHSIDE PLZ,02/14/2024 8:07 AM
02/07/2024 09:22,xxxxxxxxxxxx30538,JTHBK1GG0D2030538,xxxx5224,WUY-5224,2013,LEXUS,ES350,GRY,PUBLIC,700-BLK 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 9:21 AM
02/07/2024 08:15,xxxxxxxxxxxx40090,JTHBK1GGXD2040090,xxx9892,TXY9892,2013,LEXUS,ES350,RED,PRIVATE,0-BLK S 17TH ST,1901 RICHMOND HWY,02/07/2024 8:15 AM
02/13/2024 06:24,xxxxxxxxxxxx24260,JTHBN36F340124260,xxxx6620,TRK 6620,2004,LEXUS,LS 43,SILVER,PUBLIC,6800-BLK MIDLOTHIAN TPKE,642 W SOUTHSIDE PLZ,02/13/2024 6:17 AM
02/09/2024 19:46,xxxxxxxxxxxx12155,JTHCE965470012155,xxxx1194,UWN 1194,2007,LEXUS,4DOOR,WHITE,PRIVATE,00-BLK W MARSHALL ST,1200 BENTLEY  ST,02/09/2024 7:46 PM
02/08/2024 12:12,xxxxxxxxxxxx17436,JTHCK262972017436,xxx2155,TMR2155,2007,LEXUS,IS250,SWHITE,PRIVATE,00-BLK S 17TH ST,1901 RICHMOND HWY,02/07/2024 9:17 PM
02/05/2024 18:48,xxxxxxxxxxxx43899,JTHGL5EF9B5043899,xxx8433,TSL8433,2011,LEXUS,LS,SILVER,PUBLIC,1600-BLK EDWARDS AVE,642 W SOUTHSIDE PLZ,02/05/2024 6:47 PM
02/07/2024 22:58,xxxxxxxxxxxx94718,JTHPJ466582194718,xxxx7051,TLL 7051,2008,LEXUS,4DOOR,GREY,PRIVATE,1100-BLK W GRACE ST,1200 BENTLEY  ST,02/07/2024 10:58 PM
02/14/2024 12:56,xxxxxxxxxxxx16290,JTJGA31U140016290,xxxx6502,UCT-6502,2004,LEXUS,RX330,BLACK,PUBLIC,1600-BLK MINEFEE ST,642 W SOUTHSIDE PLZ,02/14/2024 12:52 PM
02/07/2024 10:59,xxxxxxxxxxxx08226,JTJHW31U972008226,xxEJ2D,L6EJ2D,2007,LEXUS,RX400,BLUE,PUBLIC,300-BLK W 9TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:03 AM
02/08/2024 01:54,xxxxxxxxxxx26464,JTKDE16768026464,xxx4953,TXE4953,2008,SCION,TC,RED,PRIVATE,2500-BLK ATWELL DR,11THURMAN,02/08/2024 1:54 AM
02/06/2024 13:21,xxxxxxxxxxxx28351,JTKKU4B48C1028351,xxxx1424,UFF-1424,2012,SCION,XD,SILVER,PUBLIC,1800-BLK EVERETT ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2024 10:06 AM
02/08/2024 13:49,xxxxxxxxxxxx96542,JTLKT334064096542,xxxx6329,TZN-6329,2006,SCION,XB,RED,PUBLIC,1000-BLK E 16TH ST,642 W SOUTHSIDE PLZ,02/08/2024 1:49 PM
02/16/2024 12:35,xxxxxxxxxxxx07776,JTMBD31VX85207776,xxIU30,LEIU30,2008,TOYOT,RAV 4,SILVER,PRIVATE,900-BLK W GRACE ST,5341 OLD MIDLOTHIAN TPKE,02/16/2024 12:35 PM
02/05/2024 20:40,xxxxxxxxxxxx20889,JTMBD33V565020889,xxx5209,XHJ5209,2006,TOYOT,RAV4,BLUE,PRIVATE,0-BLK S HARVIE ST,168 BELT BLVD,02/05/2024 8:40 PM
02/08/2024 18:19,xxxxxxxxxxxx51983,JTMBFREV5GJ051983,xxxx2119,TSF-2119,2016,TOY,RAV4,GRAY,PUBLIC,1600-BLK COMMERCE RD,642 W SOUTHSIDE PLZ,02/08/2024 6:17 PM
02/07/2024 20:51,xxxxxxxxxxxx38100,JTMRFREV7JD238100,xxxx1224,UCF 1224,2018,TOYOT,4DOOR,RED,PRIVATE,00-BLK S MULBERRY ST,1200 BENTLEY  ST,02/07/2024 8:51 PM
02/12/2024 07:33,xxxxxxxxxxxx14349,JTNBK46K173014349,xx309H,30309H,2007,TOYOT,CAMRY,WHITE,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/12/2024 7:32 AM
02/08/2024 22:07,xxxxxxxxxxxx70213,JTNK4RBE3K3070213,xxx,N/A,2019,TOYOT,COROL,SIL,PUBLIC,CHIPPENHAM/N HUGUENOT RD RICH,642 W SOUTHSIDE PLZ,02/08/2024 10:07 PM
02/05/2024 16:42,xxxxxxxxxxxx28624,JTNKARJE5HJ528624,xxx1741,8LN1741,2017,TOYOT,COROL,SILVER,PUBLIC,1200-BLK BAINBRIDGE ST,642 W SOUTHSIDE PLZ,02/05/2024 4:42 PM
02/10/2024 21:25,xxxxxxxxxxx34244,JTNKRBEXK3034244,xxxx5190,TNW 5190,2018,TOYOT,4DOOR,GREY,PRIVATE,3600-BLK W BROAD ST,1290 BENTLEY  ST,02/10/2024 9:25 PM
02/06/2024 10:49,xxxxxxxxxxxx39928,KL4CJASB4GB739928,4992,4992,2016,BUICK,ENCOR,DKBLUE,PRIVATE,5300-BLK MIDLOTHIAN TURNPIKE SUITE A,5300 MIDLOTHIAN TURNPIKE SUITE B,01/05/2024 10:49 AM
02/15/2024 00:22,xxxxxxxxxxxx60253,KL4CJASB7GB660253,xxx5049,TNC5049,2016,BUICK,ENCOR,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 12:22 AM
02/07/2024 02:17,xxxxxxxxxxxx41064,KL4CJCSB3HB041064,xxx3686,UWK3686,2017,BUICK,ENCOR,BLACK,REPO,3000-BLK STOCKTON ST,12270 MAPLE ST,02/07/2024 2:16 AM
02/13/2024 02:52,xxxxxxxxxxxx13406,KL4MMBS24MB113406,xxx9640,UDD9640,2021,BUICK,ENCOR,PURPLE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/13/2024 2:52 AM
02/05/2024 18:48,xxxxxxxxxxxx74666,KL8CB6S90EC574666,xx0ZSB,030ZSB,2014,CHEVR,SPARK,RED,PUBLIC,2100-BLK HALIFAX AVE,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 1:19 PM
02/12/2024 22:30,xxxxxxxxxxxx76605,KM8K2CAA0KU376605,xxx6031,TTZ6031,2019,HYUND,KONA,BLACK,PRIVATE,2000-BLK E FRANKLIN ST,1901 RICHMOND HWY,02/12/2024 10:30 PM
02/15/2024 20:33,xxxxxxxxxxxx87435,KM8K6CAA9JU087435,xxxx7481,UNW-7481,2018,HYUND,KONA,GRY,PUBLIC,1600-BLK BELLEVILLE ST,642 W SOUTHSIDE PLZ,02/15/2024 8:31 PM
02/14/2024 20:14,xxxxxxxxxxxx70474,KM8R7DGE7PU570474,,,2023,HYUND,PALIS,GRAY,PRIVATE,100-BLK W GRACE ST,1901 RICHMOND HWY,02/14/2024 8:14 PM
02/15/2024 18:41,xxxxxxxxxxxx20350,KM8SB12B04U620350,xx553C,56553C,2004,HYUND,SANTA,SILVER,PUBLIC,400-BLK REX AVE,642 W SOUTHSIDE PLZ,02/15/2024 6:39 PM
02/09/2024 16:48,xxxxxxxxxxxx56780,KM8SR4HF5HU256780,xxx4498,TNL4498,2017,HYUND,SANTA,BLK,PUBLIC,MIDLOTHIAN TPKE/CARNATION ST RICH,642  W SOUTHSIDE PLZ,02/09/2024 4:48 PM
02/06/2024 23:53,xxxxxxxxxxxx92272,KMHCM46C59U292272,xxx8508,UAD8508,9,HYUN,ACCEN,BLUE,PRIVATE,900-BLK N LOMBARDY ST,4839 WALLER RD,02/06/2024 11:23 PM
02/05/2024 23:13,xxxxxxxxxxxx47946,KMHCN46C59U347946,xxVMI4,LUVMI4,2009,HYUND,ACCEN,SILVER,PRIVATE,3000-BLK NORFOLK ST,4901 WALLER ROAD,02/05/2024 11:00 PM
02/08/2024 06:38,xxxxxxxxxxxx62069,KMHCT4AE5HU362069,xxx2490,VZM2490,2017,HYUND,ACCEN,WHITE,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/08/2024 6:38 AM
02/08/2024 12:32,xxxxxxxxxxxx31894,KMHCT5AEXDU131894,xxx-Q73,HNU-Q73,2013,HYUND,ACCEN,BLACK,PUBLIC,400-BLK E BROAD ST,642 W SOUTHSIDE PLZ,02/08/2024 12:31 PM
02/17/2024 06:58,xxxxxxxxxxxx12819,KMHCU4AE4DU312819,xxxx7336,TSD-7336,2013,HYUND,ACCEN,BLK,PUBLIC,3300-BLK COFER RD,642 W SOUTHSIDE PLZ,02/17/2024 4:14 AM
02/06/2024 13:07,xxxxxxxxxxxx20586,KMHD74LF1HU120586,xxxx4998,UWJ-4998,2017,HYUND,ELANT,BLUE,PUBLIC,2300-BLK FAIRFAX AVE,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 10:36 AM
02/09/2024 06:54,xxxxxxxxxxxx36980,KMHDC8AE0CU136980,xxx4578,TVZ4578,2012,HYUND,ELANT,BLUE,PRIVATE,1700-BLK E BROAD ST,8675 TELEGRAPH RD,02/09/2024 6:54 AM
02/16/2024 05:32,xxxxxxxxxxxx25184,KMHDH4AE4GU525184,xxx7354,TTM7354,2016,HYUND,ELENT,GRAY,PRIVATE,TOWNE HOMES OF CHESTERFIELD RICH,GRAB N GO TOWING,02/16/2024 5:31 AM
02/08/2024 02:41,xxxxxxxxxxxx56464,KMHDH4AE9CU256464,xxx7699,TPA7699,2012,HYUND,ELANT,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 2:41 AM
02/16/2024 01:12,xxxxxxxxxxxx89578,KMHDU46D18U489578,xxx9327,UGC9327,2008,HONDI,ELEMT,GRAY,PRIVATE,6500-BLK GREENBANK RD,11THURMAN ST,02/16/2024 1:12 AM
02/05/2024 19:51,xxxxxxxxxxxx52441,KMHDU46D28U352441,NONE,NONE,2008,HYUND,ELANT,GOLD,PUBLIC,4200-BLK WALMSLEY BLVD,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 9:56 AM
02/08/2024 12:15,xxxxxxxxxxxx04701,KMHDU4AD5AU104701,xxx5211,AEZ5211,2010,HYUND,ELANT,GRAY,PRIVATE,1600-BLK OVERBROOK RD,1901 RICHMOND HWY,02/08/2024 12:15 PM
02/09/2024 00:44,xxxxxxxxxxxx13553,KMHFG4JG6GA513553,xxx2346,TTN2346,2016,HYUND,AZERA,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 12:44 AM
02/07/2024 20:27,xxxxxxxxxxxx73447,KMHFH4JG5CA173447,xxx9456,TPZ9456,2012,HYUND,AZERA,SILVER,PRIVATE,900-BLK CUMBERLAND ST,1901 RICHMOND HWY,02/07/2024 8:27 PM
02/04/2024 21:20,xxxxxxxxxxxx32949,KMHGN4JB0JU232949,xxxx3504,TMU 3504,2018,GENES,G80 S,WHITE,PUBLIC,N HOPKINS RD/HOLLY SPRING AVE RICH,642 W SOUTHSIDE PLZ,02/04/2024 8:39 PM
02/07/2024 09:18,xxxxxxxxxxxx26909,KMHHU6KJ6FU126909,xOBU8,NOBU8,2015,HYUND,GENES,GRY,PUBLIC,700-BLK 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 9:18 AM
02/07/2024 13:03,xxxxxxxxxxxx87240,KMHL34J28NA187240,xxxx7902,UBP-7902,2022,HYUND,SON,SILVER,PUBLIC,00-BLK E 13TH ST,642 W SOUTHSIDE PLZ,02/07/2024 1:03 PM
02/12/2024 22:33,xxxxxxxxxxxx56816,KMHLM4DG2RU656816,xxx6755,TMJ6755,2024,HYUND,ELANT,BLUE,PRIVATE,200-BLK W 7TH ST,168 BELT BLVD,02/12/2024 10:33 PM
02/10/2024 03:02,xxxxxxxxxxxx32922,KMHLR4AF5NU232922,xxx7627,BRL7627,2014,HONDI,RLENT,BLACK,PRIVATE,400-BLK WBROAD ST,11THURMAN ST,02/10/2024 3:01 AM
02/05/2024 23:16,xxxxxxxxxxxx48205,KMHRC8A30PU248205,xxx1344,6FJ1344,2023,HYUND,VENUE,GRAY,REPO,1800-BLK STEGGE AVE,8675 TELEGRAPH RD,02/05/2024 11:16 PM
02/10/2024 01:38,xxxxxxxxxxxx09611,KMHRC8A32MU109611,xxx5613,TNV5613,2021,HYUND,VENUE,BLUE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/10/2024 1:38 AM
02/17/2024 18:05,xxxxxxxxxxxx87313,KMHTC6??6GU287313,xxx6508,URY6508,2016,HYUND,VELOS,BLUE,PRIVATE,0-BLK E 2ND ST,3121 WILLIAMSBURG RD,02/17/2024 5:04 PM
02/15/2024 02:29,xxxxxxxxxxxx47130,KMHTC6AD2CU047130,xxx8417,ULW8417,2012,HYUND,VELOS,WHITE,PRIVATE,1100-BLK GRAND BROOK DR,1901 RICHMOND HWY,02/15/2024 2:28 AM
02/14/2024 03:45,xxxxxxxxxxxx37896,KMHTC6ADXCU037896,xxx7906,VXK7906,2012,HYUND,VELOS,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/14/2024 3:45 AM
02/08/2024 17:04,xxxxxxxxxxxx72273,KNADM4A32C6072273,xxxx9139,TSF-9139,2012,KIA,RIO,WHITE,PUBLIC,00-BLK E 14TH ST,642 W SOUTHSIDE PLZ,02/08/2024 5:04 PM
02/11/2024 01:17,xxxxxxxxxxxx46606,KNADM4A36H6046606,xxx8582,UTX8582,2008,KIA,REO,RED,PRIVATE,300-BLK STOCKTON ST,11THURMAN,02/11/2024 1:17 AM
02/18/2024 01:04,xxxxxxxxxxxx58406,KNADM5A36G6658406,xxx6921,TMS6921,16,KIA,RIO,YELLOW,PRIVATE,1400-BLK W MARSHALL ST,4839 WALLER RD,02/18/2024 12:45 AM
02/13/2024 02:18,xxxxxxxxxxxx13677,KNADN4A34D6113677,xx15TV,4215TV,2013,KIA,RIO,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/13/2024 2:18 AM
02/06/2024 22:33,xxxxxxxxxxxx10449,Knafe121485510449,xxx1163,TLW1163,2008,KIA,SPECT,BLUE,PRIVATE,1800-BLK THOMAS ST,5341 OLD MIDLOTHIAN TPKE,02/06/2024 10:32 PM
02/18/2024 02:12,xxxxxxxxxxxx33922,KNAFE121X65333922,xxx6830,TKX6830,6,KIA,SPECT,WHITE,PRIVATE,1700-BLK SUMMIT AVE,4839 WALLER RD,02/18/2024 2:00 AM
02/18/2024 02:23,xxxxxxxxxxxx45740,KNAFG528397245740,xxx3598,TUJ3598,2009,KIA,RONDO,WHITE,PUBLIC,100-BLK WEST GRACE ST,1901 RICHMOND HWY,02/18/2024 1:00 AM
02/09/2024 01:22,xxxxxxxxxxxx47962,KNAFK4A64E5147962,xxx4017,TZZ4017,2014,KIA,FORTE,WHITE,PRIVATE,1100-BLK WALLACE ST,11THURMAN ST,02/09/2024 1:22 AM
02/07/2024 06:53,xxxxxxxxxxxx60244,Knafx4a66g5560244,xxx3955,UEC3955,201,KIA,FORTE,RED,REPO,2300-BLK ROSETTA ST,3575 BRIDGE RD,02/06/2024 7:13 AM
02/10/2024 01:08,xxxxxxxxxxxx90061,KNAGE228495290061,xxx,N/A,2009,KIA,OPTIM,SIL,PUBLIC,E 9TH ST/HULL ST RICH,642 W SOUTHSIDE PLZ,02/10/2024 1:07 AM
02/08/2024 01:18,xxxxxxxxxxxx73317,KNAGM4A76B5073317,xxxx1001,SZM-1001,2010,KIA,OPTIM,SILVER,PRIVATE,7500-BLK ANDER CT,1945 CROSS ST.,02/08/2024 1:17 AM
02/05/2024 00:36,xxxxxxxxxxxx87963,KNAGM4A79C5287963,xxx2792,URB2792,201,KIA,OPTIM,WHITE,PRIVATE,500-BLK N 2ND ST,11 THURMAN ST,02/05/2024 12:35 AM
02/07/2024 03:44,xxxxxxxxxxxx77367,KNAGM4AD3F5077367,xxx9034,UPA9034,2015,KIA,OPTIM,GRAY,PRIVATE,1100-BLK GRAND BROOK DR,1901 RICHMOND HWY,02/07/2024 3:44 AM
02/05/2024 13:27,xxxxxxxxxxxx08052,KNAGM4AD4B5008052,xxx5243,AEZ5243,2011,KIA,OPTIM,BLK,PUBLIC,1800-BLK STOCKTON ST,642 W SOUTHSIDE PLZ,02/05/2024 1:26 PM
02/06/2024 12:52,xxxxxxxxxxxx47105,KNDCB3LC9K5347105,xxx3566,TLP3566,2019,KIA,NIRO,BLUE,PRIVATE,1400-BLK MCDONOUGH ST,1901 RICHMOND HWY,02/05/2024 9:25 PM
02/09/2024 23:43,xxxxxxxxxxxx39847,KNDJ53AF4M7739847,xxx1484,TNE1484,2021,KIA,SOUL,BLU,REPO,6300-BLK CHRISTIANA DR,600 DINWIDDIE AVE,02/09/2024 11:42 PM
02/10/2024 14:49,xxxxxxxxxxxx70422,KNDJN2A20H7470422,xxxM231,SALM231,2017,KIA,SOUL,SILVER,PUBLIC,3100-BLK RICHMOND HENRICO TNPKE,642 W SOUTHSIDE PLZ,02/10/2024 1:55 PM
02/14/2024 10:27,xxxxxxxxxxxx67489,KNDJP3A56F7767489,xxxx8383,VZW-8383,2015,KIA,SOUL,RED,PUBLIC,BROAD ROCK BLVD/S KINSLEY AVE RICH,642 W SOUTHSIDE PLZ,02/14/2024 8:01 AM
02/13/2024 02:08,xxxxxxxxxxxx27899,KNDJT2A29B7327899,xxxx4747,TSG-4747,2011,KIA,SOUL,GREEN,PUBLIC,N HAMILTON ST/CUTSHAW AVE RICH,642 W SOUTHSIDE PLZ,02/13/2024 1:11 AM
02/09/2024 05:24,xxxxxxxxxxxx50933,KNDMC233986050933,xxx4990,USD4990,2008,HYUND,ENTOU,RED,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/09/2024 5:24 AM
02/08/2024 09:02,xxxxxxxxxxxx45514,KNDMG4C79C6445514,xxxx1289,TNP-1289,2012,KIA,SEDON,BLUE,PUBLIC,00-BLK E FRANKLIN ST,642 W SOUTHSIDE PLZ,02/08/2024 7:32 AM
02/14/2024 02:12,xxxxxxxxxxxx80910,KNDPM3AC0H7280910,xxWL93,DUWL93,2017,KIA,SPORT,GRAY,PRIVATE,500-BLK N 2ND ST,1901 RICHMOND HWY,02/14/2024 2:12 AM
02/09/2024 00:01,xxxxxxxxxxxx33901,KNDPU3AF2P7033901,xxxx6451,CBF-6451,2023,KIA,SPORT,BLK,PUBLIC,0-BLK N 18TH ST,642 W SOUTHSIDE PLZ,02/09/2024 12:01 AM
02/12/2024 15:46,xxxxxxxxxxxx00422,KNMAT2MT0GP700422,xxx FAM,JJJ FAM,2016,NISSA,ROGUE,MAROON,PUBLIC,FLOYD AVE/N MULBERRY ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 2:45 PM
02/15/2024 09:15,xxxxxxxxxxxx89938,KNMAT2MT2HP589938,xxxx7489,TLY-7489,2017,NISSA,ROGUE,BLACK,PUBLIC,1400-BLK DREWERY ST,642 W SOUTHSIDE PLZ,02/15/2024 8:20 AM
02/05/2024 12:13,xxxxxxxxxxxx52122,KNMAT2MVXHP552122,xxx4576,TXD4576,2017,NISSA,ROGUE,GRAY,PUBLIC,900-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/05/2024 12:13 PM
02/07/2024 20:52,xxxxxxxxxxxx08547,L5YACBPZ291108547,xx462M,69462M,0,WOLF,RX-50,BLK,PUBLIC,FLOYD AVE/N DAVIS AVE RICH,642 W SOUTHSIDE PLZ,02/07/2024 8:52 PM
02/08/2024 02:08,xxxxxxxxxxxx00595,LYV612TK0GB100595,xxx7730,UXV7730,2016,VOLVO,S60,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 2:08 AM
02/05/2024 18:48,xxxxxxxxxxxx37646,ML32A4HJ1FH037646,xxx2941,TZH2941,2015,MITSU,MIRAG,RED,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER ROAD,02/05/2024 6:48 PM
02/05/2024 09:36,xxxxxxxxxxxx75236,NM0LE7E78J1375236,xxxx6998,UXP86998,2018,FORD,TRANS,WHITE,PUBLIC,1500-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/05/2024 9:36 AM
02/15/2024 12:43,xxxxxxxxxxxx63896,NM0LS7F75G1263896,xxx7822,UHS7822,2016,FORD,TRANS,WHITE,REPO,"1200-BLK SCHOOL ST ,",2500 AUSTIN AVENUE RICHMOND VIRGINIA 23223,02/15/2024 12:42 PM
02/16/2024 13:03,xxxxxxxxxxxx22256,RFVPAP5A8J1122256,xxTTTH,SWTTTH,2018,BUDDY,50,YELLOW,PRIVATE,5200-BLK OLD MAIN ST,1901 RICHMOND HWY,02/16/2024 1:02 PM
02/07/2024 12:28,xxxxxxxxxxxx26825,SAJAD4FX8JCP26825,xxx-697,VAM-697,2018,JAG,XE PR,BLACK,PUBLIC,200-BLK W 12TH ST,642 W SOUTHSIDE PLZ,02/07/2024 12:28 PM
02/08/2024 03:35,xxxxxxxxxxxx16034,SHHFK7H51JU216034,xxADUD,ASADUD,2018,HONDA,CIVIC,BLUE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 3:35 AM
